Utility Characteristics,,,,,,,IEEE Standard,,,,,,,,,,,,Other Standard,,,,,,,,,,,,
Data Year,Utility Number,Name Matched to Rate Labels,Utility Name,State,Ownership,Short Form,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,SAIDI With MED Minus LOS,SAIFI With MED Minus LOS,CAIDI Minus MED,Number of Customers,Highest Dist. Voltage,Outages Recorded Automatically,SAIDI With MED,SAIFI With MED,CAIDI With MED,SAIDI Without MED,SAIFI Without MED,CAIDI Without MED,Number of Customers,Inactive Accounts Included,Momentary Interruptions,Highest Dist. Voltage,Outages Recorded Automatically,,146.833
2019,232,,City of Albemarle - (NC),NC,Municipal,,166.770,1.320,126.341,44.050,0.530,83.113,.,.,.,"11,821",14.4,N,.,.,.,.,.,.,.,,,.,,,
2019,240,,Albemarle Electric Member Corp,NC,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,331.900,1.940,171.082,158.100,1.380,114.565,"12,830",N,F,12.5,Y,,
2019,241,,Albertville Municipal Utilities Board,AL,Municipal,,51.710,1.371,37.717,21.624,0.418,51.732,21.624,0.418,51.732,"10,054",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,276,,Alcorn County Elec Power Assn,MS,Cooperative,,19.922,1.667,11.951,.,.,.,.,.,.,"18,489",13.1,N,.,.,.,.,.,.,.,,,.,,,
2019,295,,City of Alexandria - (MN),MN,Municipal,,28.620,0.374,76.524,.,.,.,.,.,.,"10,144",13.2,N,.,.,.,.,.,.,.,,,.,,,
2019,296,,"Alfalfa Electric Coop, Inc",KS,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,84.470,0.623,135.586,14.108,0.332,42.494,949,N,O,14.4,Y,,
2019,296,,"Alfalfa Electric Coop, Inc",OK,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,114.369,1.031,110.930,34.741,0.445,78.070,"7,643",N,O,14.4,Y,,
2019,305,,Alger-Delta Coop Electric Assn,MI,Cooperative,,582.796,0.696,837.351,55.852,0.117,477.368,579.996,0.672,863.089,"10,119",34.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,329,,"Allamakee-Clayton El Coop, Inc",IA,Cooperative,,141.600,0.965,146.736,141.600,0.965,146.736,141.600,0.965,146.736,"8,940",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,392,,Alpena Power Co,MI,Investor Owned,,.,.,.,.,.,.,.,.,.,.,.,,96.300,0.900,107.000,96.300,0.900,107.000,"16,475",N,L,13.2,N,,
2019,407,,Altamaha Electric Member Corp,GA,Cooperative,,118.600,0.620,191.290,95.100,0.470,202.340,112.000,0.360,311.111,"20,710",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,554,,City of Ames - (IA),IA,Municipal,,156.000,0.990,157.576,15.790,0.190,83.105,152.353,0.960,158.701,"26,948",13.8,N,.,.,.,.,.,.,.,,,.,,,
2019,562,,Amicalola Electric Member Corp,GA,Cooperative,,687.130,3.090,222.372,449.790,2.380,188.987,685.110,3.070,223.163,"49,344",25.0,N,.,.,.,.,.,.,.,,,.,,,
2019,590,,City of Anaheim - (CA),CA,Municipal,,42.120,0.570,73.895,42.120,0.570,73.895,42.120,0.570,73.895,"120,978",12.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,599,,Anchorage Municipal Light and Power,AK,Municipal,,70.614,0.379,186.317,18.380,0.132,139.242,70.614,0.379,186.317,"31,079",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,636,,City of Anderson - (IN),IN,Municipal,,136.976,0.984,139.203,108.932,0.873,124.779,136.976,0.984,139.203,"35,742",13.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,689,,Connexus Energy,MN,Cooperative,,62.205,0.557,111.679,29.264,0.349,83.851,52.955,0.447,118.468,"134,507",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,694,,Anza Electric Coop Inc,CA,Cooperative,,414.156,4.593,90.171,387.642,4.173,92.893,69.156,0.504,137.214,"6,192",7.2,N,.,.,.,.,.,.,.,,,.,,,
2019,727,,Appalachian Electric Coop,TN,Cooperative,,362.178,3.390,106.837,280.133,3.230,86.728,362.178,3.390,106.837,"47,252",13.8,Y,.,.,.,.,.,.,.,,,.,,,
2019,733,,Appalachian Power Co,VA,Investor Owned,,561.600,1.999,280.940,382.900,1.705,224.575,525.200,1.855,283.127,"533,574",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,733,,Appalachian Power Co,WV,Investor Owned,,900.400,3.317,271.450,650.800,2.883,225.737,837.100,3.024,276.819,"420,064",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,803,,Arizona Public Service Co,AZ,Investor Owned,,118.560,0.960,123.500,86.800,0.843,102.966,96.840,0.860,112.605,"1,261,999",69.0,N,.,.,.,.,.,.,.,,,.,,,
2019,814,,Entergy Arkansas LLC,AR,Investor Owned,,529.600,2.075,255.229,308.800,1.720,179.535,515.300,1.932,266.718,"725,576",34.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,817,,Arkansas Valley Elec Coop Corp,AR,Cooperative,,437.300,2.210,197.873,181.530,1.500,121.020,385.480,1.665,231.520,"55,643",14.4,Y,.,.,.,.,.,.,.,,,.,,,
2019,817,,Arkansas Valley Elec Coop Corp,OK,Cooperative,,120.650,0.750,160.867,56.700,0.490,115.714,0.874,0.144,6.069,"3,612",7.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,887,,"Arrowhead Electric Coop, Inc",MN,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,95.890,2.790,34.369,.,.,.,"4,308",N,O,29.4,Y,,
2019,902,,Town of Ashburnham - (MA),MA,Municipal,Y,.,.,.,.,.,.,.,.,.,.,.,,18.075,18.075,1.000,0.711,0.711,1.000,"3,060",Y,L,13.8,N,,
2019,925,,"Ashley Chicot Elec Coop, Inc",AR,Cooperative,Y,460.800,2.250,204.800,198.600,.,.,369.000,.,.,"5,127",14.4,N,.,.,.,.,.,.,.,,,.,,,
2019,963,,Atlantic City Electric Co,NJ,Investor Owned,,83.000,0.930,89.247,76.000,0.890,85.393,83.000,0.930,89.247,"556,532",68.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1009,,City of Austin - (MN),MN,Municipal,,31.885,0.231,138.030,31.885,0.231,138.030,.,.,.,"11,746",13.8,N,.,.,.,.,.,.,.,,,.,,,
2019,1015,,Austin Energy,TX,Municipal,,86.420,1.000,86.420,68.680,0.870,78.943,83.400,0.950,87.789,"502,963",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1050,,City of Azusa,CA,Municipal,,42.887,0.403,106.419,.,.,.,.,.,.,"16,058",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,1062,,BARC Electric Coop Inc,VA,Cooperative,,949.602,4.007,236.986,375.250,2.660,141.071,935.053,3.928,238.048,"12,800",46.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1149,,Baldwin County El Member Corp,AL,Cooperative,,75.868,1.048,72.393,75.868,1.048,72.393,75.868,1.048,72.393,"77,765",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1167,,Baltimore Gas & Electric Co,MD,Investor Owned,,128.947,1.062,121.419,81.781,0.840,97.358,128.913,1.058,121.846,"1,294,802",34.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1170,,Bamberg Board of Public Works,SC,Municipal,Y,1.394,0.026,53.615,1.394,0.026,53.615,.,.,.,"1,758",4.8,N,.,.,.,.,.,.,.,,,.,,,
2019,1175,,"Bandera Electric Coop, Inc",TX,Cooperative,,187.088,1.226,152.600,45.636,0.499,91.455,127.612,0.971,131.423,"36,872",24.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1179,,Versant Power,ME,Investor Owned,,"1,138.000",2.795,407.156,302.000,1.956,154.397,"1,031.000",2.076,496.628,"173,791",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1233,,City of Barnesville - (MN),MN,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,0.533,0.007,76.143,.,.,.,"1,531",Y,F,2.4,N,,
2019,1251,,Barron Electric Coop,WI,Cooperative,,"1,352.030",2.251,600.635,144.720,1.070,135.252,"1,352.030",2.251,600.635,"18,863",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1273,,"Bartlett Electric Coop, Inc",TX,Cooperative,,239.700,1.260,190.238,97.600,0.550,177.455,178.300,1.150,155.043,"12,169",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,1283,,Bartholomew County Rural E M C,IN,Cooperative,,236.460,1.580,149.658,75.590,0.740,102.149,236.460,1.580,149.658,"11,680",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1299,,"Barton Village, Inc",VT,Municipal,Y,.,.,.,.,.,.,.,.,.,.,.,,.,1.150,.,.,.,.,"2,200",N,O,13.2,N,,
2019,1300,,City of Bartow - (FL),FL,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,25.508,0.240,106.283,25.508,0.240,106.283,"12,252",N,L,35.0,N,,
2019,1301,,"Barton County Elec Coop, Inc",MO,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,405.100,.,.,155.200,.,.,"6,564",Y,F,25.0,Y,,
2019,1366,,City of Bay City - (MI),MI,Municipal,,99.986,0.822,121.637,99.986,0.822,121.637,99.986,0.822,121.637,"20,243",8.3,Y,.,.,.,.,.,.,.,,,.,,,
2019,1456,,Town of Bedford - (VA),VA,Municipal,,372.260,1.410,264.014,121.240,.,.,121.240,.,.,"6,694",69.0,N,.,.,.,.,.,.,.,,,.,,,
2019,1458,,"Beauregard Electric Coop, Inc",LA,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,672.000,4.150,161.928,150.200,1.460,102.877,"43,675",N,F,24.9,Y,,
2019,1523,,Town of Belmont - (MA),MA,Municipal,,127.160,0.730,174.192,127.160,0.730,174.192,127.160,0.730,174.192,"11,739",13.8,N,.,.,.,.,.,.,.,,,.,,,
2019,1529,,"Beltrami Electric Coop, Inc",MN,Cooperative,,.,.,.,77.694,0.909,85.472,.,.,.,"20,811",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1571,,Town of Benson - (NC),NC,Municipal,Y,.,.,.,.,.,.,.,.,.,.,.,,471.713,3.262,144.609,110.126,1.930,57.060,"1,767",N,F,12.4,Y,,
2019,1579,,PUD No 1 of Benton County,WA,Political Subdivision,,44.000,0.310,141.935,27.500,0.210,130.952,.,.,.,"54,817",34.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,1591,,"Big Country Electric Coop, Inc",TX,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,297.000,.,.,.,.,.,"13,049",N,L,69.0,Y,,
2019,1613,,Berkeley Electric Coop Inc,SC,Cooperative,,"1,144.800",2.340,489.231,160.400,1.480,108.378,"1,133.100",2.180,519.771,"103,788",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,1615,,Town of Berlin - (MD),MD,Municipal,Y,128.040,2.090,61.263,128.040,2.090,61.263,.,.,.,"2,417",25.0,N,.,.,.,.,.,.,.,,,.,,,
2019,1625,,Benton Rural Electric Assn,WA,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,63.472,0.630,100.749,.,.,.,"14,559",N,L,34.5,N,,
2019,1675,,Big Horn Rural Electric Co,WY,Cooperative,,207.960,1.290,161.209,.,.,.,.,.,.,"3,775",7.2,N,.,.,.,.,.,.,.,,,.,,,
2019,1708,,Big Sandy Rural Elec Coop Corp,KY,Cooperative,,562.180,4.095,137.284,452.270,3.660,123.571,548.940,3.740,146.775,"12,596",13.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,1723,,"Big Bend Electric Coop, Inc",WA,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,96.400,0.640,150.625,91.610,0.610,150.180,"9,478",N,O,24.9,N,,
2019,1736,,Blachly-Lane County Coop El Assn,OR,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,322.900,1.235,261.457,322.900,1.235,261.457,"3,666",Y,L,12.5,N,,
2019,1763,,"Black River Electric Coop, Inc - (SC)",SC,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,189.579,1.799,105.380,77.300,1.321,58.516,"32,350",N,L,12.5,N,,
2019,1769,,"Black Hills Electric Coop, Inc",SD,Cooperative,,566.550,2.280,248.487,68.680,0.450,152.622,203.160,1.430,142.070,"10,265",.,Y,.,.,.,.,.,.,.,,,.,,,
2019,1775,,Black River Electric Coop - (MO),MO,Cooperative,,736.540,.,.,375.470,.,.,361.070,.,.,"24,382",14.4,Y,.,.,.,.,.,.,.,,,.,,,
2019,1871,,City of Blooming Prairie - (MN),MN,Municipal,Y,137.770,1.020,135.069,137.770,1.020,135.069,.,.,.,"1,090",4.1,N,.,.,.,.,.,.,.,,,.,,,
2019,1883,,Blue Earth Light & Water,MN,Municipal,,2.990,0.040,74.750,.,.,.,.,.,.,"2,282",12.0,N,.,.,.,.,.,.,.,,,.,,,
2019,1884,,BENCO Electric Cooperative,MN,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,551.760,2.087,264.379,152.200,1.198,127.045,"18,800",N,L,14.7,Y,,
2019,1886,,Blue Grass Energy Coop Corp,KY,Cooperative,,169.638,1.305,129.991,130.193,1.139,114.305,162.194,1.194,135.841,"57,854",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1889,,Blue Ridge Elec Member Corp - (NC),NC,Cooperative,,131.400,1.390,94.532,71.380,0.970,73.588,131.400,1.390,94.532,"75,761",15.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,1890,,Blue Ridge Electric Coop Inc - (SC),SC,Cooperative,,187.170,.,.,133.720,.,.,23.820,.,.,"66,733",7.2,N,.,.,.,.,.,.,.,,,.,,,
2019,1892,,"Bluebonnet Electric Coop, Inc",TX,Cooperative,,168.931,1.550,108.988,102.569,1.119,91.661,155.521,1.339,116.147,"100,409",14.4,N,.,.,.,.,.,.,.,,,.,,,
2019,1936,,Bolivar Energy Authority,TN,Municipal,,111.920,1.470,76.136,51.370,0.500,102.740,111.920,1.470,76.136,"11,082",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,2001,,Boone Electric Coop,MO,Cooperative,,134.080,0.890,150.652,52.250,0.660,79.167,134.080,0.890,150.652,"32,867",13.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,2049,,"Bowie-Cass Electric Coop, Inc",TX,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,647.410,.,.,428.130,.,.,"37,907",N,O,12.5,Y,,
2019,2054,,City of Bowling Green - (OH),OH,Municipal,,42.483,0.864,49.170,3.176,0.039,81.436,.,.,.,"14,746",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,2056,,City of Bowling Green - (KY),KY,Municipal,,105.213,1.383,76.076,52.707,0.974,54.114,52.707,0.974,54.114,"30,891",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,2089,,Bozrah Light & Power Company,CT,Municipal,,698.490,3.950,176.833,176.110,1.690,104.207,698.490,3.950,176.833,"2,767",13.8,Y,.,.,.,.,.,.,.,,,.,,,
2019,2144,,Town of Braintree - (MA),MA,Municipal,,11.550,0.190,60.789,11.550,0.190,60.789,11.550,0.190,60.789,"16,500",13.8,N,.,.,.,.,.,.,.,,,.,,,
2019,2205,,Village of Brewster - (OH),OH,Municipal,Y,.,.,.,.,.,.,.,.,.,.,.,,99.031,0.920,107.642,99.031,0.920,107.642,941,N,L,12.5,N,,
2019,2212,,"Broad River Electric Coop, Inc",SC,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,120.650,.,.,102.480,.,.,"22,092",N,F,12.5,Y,,
2019,2247,,City of Bristol - (TN),TN,Municipal,,76.382,1.492,51.194,56.976,0.940,60.613,56.976,0.940,60.613,"33,727",69.0,N,.,.,.,.,.,.,.,,,.,,,
2019,2248,,Bristol Virginia Utilities,VA,Municipal,,26.870,0.525,51.181,15.895,0.486,32.706,26.870,0.525,51.181,"16,053",13.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,2316,,Brown County Rural Elec Assn,MN,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,121.000,1.010,119.802,35.300,0.890,39.663,"4,540",,L,12.0,N,,
2019,2409,,Brownsville Public Utilities Board,TX,Municipal,,15.799,0.136,116.169,14.262,0.128,111.422,15.799,0.136,116.169,"52,520",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,2439,,City of Bryan - (OH),OH,Municipal,,39.800,0.640,62.188,39.800,0.640,62.188,.,.,.,"5,795",12.4,Y,.,.,.,.,.,.,.,,,.,,,
2019,2442,,City of Bryan - (TX),TX,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,18.502,0.246,75.211,.,.,.,"60,347",N,F,12.5,Y,,
2019,2485,,City of Buffalo - (MN),MN,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,19.572,0.234,83.641,.,.,.,"6,222",Y,L,12.0,Y,,
2019,2502,,"Buckeye Rural Elec Coop, Inc",OH,Cooperative,,584.780,2.370,246.743,494.490,2.180,226.830,.,.,.,"18,571",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,2507,,City of Burbank Water and Power,CA,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,4.639,0.315,14.727,4.639,0.315,14.727,"52,560",N,L,34.5,N,,
2019,2548,,City of Burlington Electric - (VT),VT,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,.,1.030,.,.,.,.,"21,266",N,F,13.8,N,,
2019,2641,,"Butler Rural El Coop Assn, Inc - (KS)",KS,Cooperative,,102.000,1.490,68.456,102.000,1.490,68.456,60.120,0.870,69.103,"7,575",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,2651,,Butler Rural Electric Coop Inc - (OH),OH,Cooperative,,157.850,1.590,99.277,110.380,1.330,82.992,106.940,0.830,128.843,"11,440",12.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,2652,,Butler County Rural Elec Coop - (IA),IA,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,80.500,1.290,62.403,61.400,1.260,48.730,"5,110",N,F,12.5,N,,
2019,2655,,"Butte Electric Coop, Inc",SD,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,47.600,0.642,74.143,47.600,0.642,74.143,"6,150",N,L,15.0,Y,,
2019,2812,,City of Calhoun - (GA),GA,Municipal,,33.288,0.795,41.872,33.288,0.795,41.872,33.288,0.795,41.872,"5,475",7.2,N,.,.,.,.,.,.,.,,,.,,,
2019,2849,,Central Electric Power Assn - (MS),MS,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,"2,222.160",.,.,444.840,.,.,"36,818",N,L,24.9,N,,
2019,2911,,"Canadian Valley Elec Coop, Inc",OK,Cooperative,,295.900,1.562,189.437,174.200,1.194,145.896,290.900,1.511,192.522,"25,713",24.9,N,.,.,.,.,.,.,.,,,.,,,
2019,2955,,Canby Utility Board,OR,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,14.440,0.110,131.273,14.440,0.110,131.273,"7,557",N,F,12.5,N,,
2019,2960,,"Caney Fork Electric Coop, Inc",TN,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,265.200,.,.,265.200,.,.,"32,872",N,L,26.0,N,,
2019,2961,,"Caney Valley El Coop Assn, Inc",KS,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,352.050,3.370,104.466,352.050,3.370,104.466,"5,301",N,F,7.2,N,,
2019,2982,,Cape Hatteras Elec Member Corp,NC,Cooperative,,"2,621.590",14.430,181.676,249.990,3.470,72.043,"2,455.160",13.440,182.676,"7,814",12.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,2985,,"Capital Electric Coop, Inc",ND,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,38.000,0.692,54.913,38.000,0.692,54.913,"20,824",N,F,7.2,Y,,
2019,2998,,"Carbon Power & Light, Inc",WY,Cooperative,,291.600,1.980,147.273,291.600,1.980,147.273,198.500,1.560,127.244,"6,481",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3046,,Duke Energy Progress - (NC),NC,Investor Owned,,292.000,1.630,179.141,149.000,1.290,115.504,272.000,1.400,194.286,"1,408,476",34.5,Y,.,.,.,.,.,.,.,,,.,,,
2019,3046,,Duke Energy Progress - (NC),SC,Investor Owned,,224.000,1.710,130.994,147.000,1.390,105.755,200.000,1.530,130.719,"168,545",23.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3076,,"Carroll Electric Coop, Inc - (OH)",OH,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,"1,033.300",.,.,560.500,.,.,"11,909",N,F,12.5,Y,,
2019,3081,,Carroll Electric Member Corp - (GA),GA,Cooperative,,114.080,1.350,84.504,114.080,1.350,84.504,112.390,.,.,"51,759",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3093,,Carroll Electric Coop Corp - (AR),AR,Cooperative,,"1,002.200",2.430,412.428,93.980,1.230,76.407,93.980,1.230,76.407,"90,543",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3093,,Carroll Electric Coop Corp - (AR),MO,Cooperative,,214.110,1.740,123.052,109.030,1.430,76.245,109.030,1.430,76.245,"10,927",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3113,,City of Carthage - (MO),MO,Municipal,,22.584,0.699,32.309,22.555,0.667,33.816,.,.,.,"7,714",13.2,Y,.,.,.,.,.,.,.,,,.,,,
2019,3203,,Cedar Falls Utilities,IA,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,25.287,0.600,42.145,.,.,.,"19,123",N,L,12.5,N,,
2019,3208,,Cedarburg Light & Water Comm,WI,Municipal,,.,.,.,.,.,.,.,.,.,.,.,,8.048,0.045,178.844,.,.,.,"6,572",N,F,24.9,N,,
2019,3222,,Central Alabama Electric Coop,AL,Cooperative,,173.480,.,.,152.800,.,.,159.690,.,.,"43,000",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3226,,"Central Rural Electric Cooperative, Inc",OK,Cooperative,,180.750,1.960,92.219,162.860,1.890,86.169,156.170,1.650,94.648,"21,796",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3245,,"Central Florida Elec Coop, Inc",FL,Cooperative,,327.910,.,.,182.750,.,.,319.540,.,.,"33,942",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3248,,Central Georgia El Member Corp,GA,Cooperative,,87.047,1.110,78.421,79.060,1.041,75.946,86.594,1.097,78.937,"57,224",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3249,,Central Hudson Gas & Elec Corp,NY,Investor Owned,,.,.,.,.,.,.,.,.,.,.,.,,291.000,1.500,194.000,178.000,1.200,148.333,"307,024",N,O,34.5,N,,
2019,3250,,Central Electric Membership Corp. - (NC),NC,Cooperative,,225.786,.,.,189.487,.,.,225.786,.,.,"23,098",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3264,,Central Lincoln People's Ut Dt,OR,Political Subdivision,,151.600,1.030,147.184,.,.,.,.,.,.,"39,762",.,Y,.,.,.,.,.,.,.,,,.,,,
2019,3265,,Cleco Power LLC,LA,Investor Owned,,.,.,.,.,.,.,.,.,.,.,.,,169.800,1.800,94.333,157.800,1.800,87.667,"284,563",N,F,34.5,Y,,
2019,3266,,Central Maine Power Co,ME,Investor Owned,,856.000,2.370,361.181,189.800,1.530,124.052,853.200,2.300,370.957,"642,816",34.5,N,.,.,.,.,.,.,.,,,.,,,
2019,3268,,Central Missouri Elec Coop Inc,MO,Cooperative,,477.163,.,.,137.036,.,.,477.163,.,.,"10,908",25.0,N,.,.,.,.,.,.,.,,,.,,,
2019,3273,,"Central New Mexico El Coop, Inc",NM,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,537.370,3.146,170.811,352.600,2.187,161.225,"18,034",N,F,25.0,Y,,
2019,3278,,AEP Texas Central Company,TX,Investor Owned,,233.800,1.820,128.462,167.000,1.623,102.896,215.300,1.617,133.148,"855,355",35.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3282,,"Central Texas Elec Coop, Inc",TX,Cooperative,,128.600,1.360,94.559,125.500,1.170,107.265,128.600,1.360,94.559,"42,277",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3287,,"Central Valley Elec Coop, Inc",NM,Cooperative,,621.500,3.184,195.195,335.691,2.082,161.235,621.388,3.183,195.221,"18,215",25.0,Y,.,.,.,.,.,.,.,,,.,,,
2019,3291,,Central Virginia Electric Coop,VA,Cooperative,,432.000,2.780,155.396,251.000,2.420,103.719,345.000,2.080,165.865,"37,035",24.9,Y,.,.,.,.,.,.,.,,,.,,,
2019,3293,,Central Wisconsin Elec Coop,WI,Cooperative,,.,.,.,.,.,.,.,.,.,.,.,,"3,483.600",2.856,"1,219.748",.,.,.,"8,003",N,L,12.5,Y,,
2019,3295,,City of Centralia - (WA),WA,Municipal,,638.357,3.535,180.582,187.995,1.212,155.111,638.357,3.535,180.582,"10,418",12.5,N,.,.,.,.,.,.,.,,,.,,,
2019,3314,,"Chariton Valley Elec Coop, Inc",IA,Cooperative,,204.000,1.990,102.513,161.000,1.640,98.171,.,.,.,"6,058",25.0,Y,.,.,.,.,.,.,.,,,.,,,
